ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
13852,73022,Osteomyelitis NOS-up/arm,"Unspecified osteomyelitis, upper arm"
13853,73023,Osteomyelit NOS-forearm,"Unspecified osteomyelitis, forearm"
13857,73027,Osteomyelitis NOS-ankle,"Unspecified osteomyelitis, ankle and foot"
13858,73028,Osteomyelit NOS-oth site,"Unspecified osteomyelitis, other specified sites"
13874,78842,Polyuria,Polyuria
13876,7885,Oliguria & anuria,Oliguria and anuria
13887,78900,Abdmnal pain unspcf site,"Abdominal pain, unspecified site"
13890,78903,Abdmnal pain rt lwr quad,"Abdominal pain, right lower quadrant"
13113,9120,Abrasion shoulder/arm,"Abrasion or friction burn of shoulder and upper arm, without mention of infection"
13155,9809,Toxic effect alcohol NOS,Toxic effect of unspecified alcohol
9920,E9470,Adv eff dietetics,Dietetics causing adverse effects in therapeutic use
9925,E9478,Adv eff medicinal NEC,Other drugs and medicinal substances causing adverse effects in therapeutic use
9926,E9479,Adv eff medicinal NOS,Unspecified drug or medicinal substance causing adverse effects in therapeutic use
9945,E9500,Poison-analgesics,"Suicide and self-inflicted poisoning by analgesics, antipyretics, and antirheumatics"
9946,E9501,Poison-barbiturates,Suicide and self-inflicted poisoning by barbiturates
9948,E9503,Poison-psychotropic agt,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents
9949,E9504,Poison-drug/medicin NEC,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances
10228,86500,Spleen injury NOS-closed,"Injury to spleen without mention of open wound into cavity, unspecified injury"
10229,86501,Spleen hematoma-closed,"Injury to spleen without mention of open wound into cavity, hematoma without rupture of capsule"
10230,86502,Spleen capsular tear,"Injury to spleen without mention of open wound into cavity, capsular tears, without major disruption of parenchyma"
10231,86503,Spleen parenchyma lacer,"Injury to spleen without mention of open wound into cavity, laceration extending into parenchyma"
10232,86504,Spleen disruption-clos,"Injury to spleen without mention of open wound into cavity, massive parenchymal disruption"
10233,86509,Spleen injury NEC-closed,Other injury into spleen without mention of open wound into cavity
10240,86600,Kidney injury NOS-closed,"Injury to kidney without mention of open wound into cavity, unspecified injury"
10241,86601,Kidney hematoma-closed,"Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule"
10246,86612,Kidney laceration-open,"Injury to kidney with open wound into cavity, laceration"
10248,8670,Bladder/urethra inj-clos,"Injury to bladder and urethra, without mention of open wound into cavity"
10250,8672,Ureter injury-closed,"Injury to ureter, without mention of open wound into cavity"
10254,8676,Pelvic organ inj NEC-cl,"Injury to other specified pelvic organs, without mention of open wound into cavity"
10256,8678,Pelvic organ inj NOS-cl,"Injury to unspecified pelvic organ, without mention of open wound into cavity"
10261,86803,Peritoneum injury-closed,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum"
10262,86804,Retroperitoneum inj-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, retroperitoneum"
10267,86813,Peritoneum injury-open,"Injury to other intra-abdominal organs with open wound into cavity, peritoneum"
10277,7930,Nonsp abn fd-skull/head,Nonspecific (abnormal) findings on radiological and other examination of skull and head
10278,79311,Solitary pulmonry nodule,Solitary pulmonary nodule
10283,7935,Nonsp abn find-gu organs,Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs
10284,7936,Nonsp abn fnd-abdom area,"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum"
10591,67402,Cerebvas dis-deliv w p/p,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication"
11719,E9600,Unarmed fight or brawl,Unarmed fight or brawl
11191,7948,Abn liver function study,Nonspecific abnormal results of function study of liver
11455,E8129,Mv collis NOS-pers NOS,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person
11456,E8130,Mv-oth veh coll-driver,Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle
11462,E8136,Mv-oth veh coll-ped cycl,Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist
11473,E8147,Mv coll w pedest-pedest,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian
11476,E8150,Mv coll w oth obj-driver,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
11477,E8151,Mv coll w oth obj-pasngr,Other motor vehicle traffic accident involving collision on the highway injuring passenger in motor vehicle other than motorcycle
11478,E8152,Mv coll w oth obj-mocycl,Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist
11486,E8160,Loss control mv acc-driv,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle"
11487,E8161,Loss control mv acc-psgr,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger in motor vehicle other than motorcycle"
11488,E8162,Loss control mv-mocycl,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring motorcyclist"
11497,81601,"Fx mid/prx phal, hand-cl",Closed fracture of middle or proximal phalanx or phalanges of hand
11738,E966,Assault-cutting instr,Assault by cutting and piercing instrument
11751,E9682,Assault-striking w obj,Assault by striking by blunt or thrown object
11758,E9689,Assault NOS,Assault by unspecified means
11759,E969,Late effect assault,Late effects of injury purposely inflicted by other person
11765,8700,Lac eyelid skn/perioculr,Laceration of skin of eyelid and periocular area
11770,8708,Opn wnd ocular adnex NEC,Other specified open wounds of ocular adnexa
11773,8711,Ocular lacera w prolapse,Ocular laceration with prolapse or exposure of intraocular tissue
10845,E9530,Injury-hanging,Suicide and self-inflicted injury by hanging
10854,E9554,Injury-firearm NEC,Suicide and self-inflicted injury by other and unspecified firearm
10859,E956,Injury-cut instrument,Suicide and self-inflicted injury by cutting and piercing instrument
10861,E9571,Injury-jump fm struc NEC,Suicide and self-inflicted injuries by jumping from other man-made structures
10877,73670,Acq ankle-foot def NOS,"Unspecified deformity of ankle and foot, acquired"
12332,9331,Foreign body in larynx,Foreign body in larynx
12333,9340,Foreign body in trachea,Foreign body in trachea
12334,9341,Foreign body bronchus,Foreign body in main bronchus
12336,9349,FB respiratory tree NOS,"Foreign body in respiratory tree, unspecified"
12338,9351,Foreign body esophagus,Foreign body in esophagus
12339,9352,Foreign body in stomach,Foreign body in stomach
12340,936,FB in intestine & colon,Foreign body in intestine and colon
12342,99679,Comp-int prost devic NEC,"Other complications due to other internal prosthetic device, implant, and graft"
12344,99681,Compl kidney transplant,Complications of transplanted kidney
12345,99682,Compl liver transplant,Complications of transplanted liver
12347,99684,Compl lung transplant,Complications of transplanted lung
12348,99685,Compl marrow transplant,Complications of transplanted bone marrow
12349,99686,Compl pancreas transplnt,Complications of transplanted pancreas
12356,99693,Compl reattached finger,Complications of reattached finger(s)
12362,99701,Surg complication - cns,Central nervous system complication
12363,99702,Iatrogen CV infarc/hmrhg,Iatrogenic cerebrovascular infarction or hemorrhage
12364,99709,Surg comp nerv systm NEC,Other nervous system complications
12365,9971,Surg compl-heart,"Cardiac complications, not elsewhere classified"
12366,9972,Surg comp-peri vasc syst,"Peripheral vascular complications, not elsewhere classified"
12367,99731,Ventltr assoc pneumonia,Ventilator associated pneumonia
12369,99739,Respiratory comp NEC,Other respiratory complications
12372,9975,Surg compl-urinary tract,"Urinary complications, not elsewhere classified"
12375,99762,Infection amputat stump,Infection (chronic) of amputation stump
12376,99769,Amputat stump compl NEC,Other amputation stump complication
12377,99771,Vasc comp mesenteric art,Vascular complications of mesenteric artery
12379,99779,Vascular comp vessel NEC,Vascular complications of other vessels
12380,99791,Surg comp - hypertension,"Complications affecting other specified body systems, not elsewhere classified, hypertension"
12381,99799,Surg compl-body syst NEC,"Complications affecting other specified body systems, not elsewhere classified"
12386,99811,Hemorrhage complic proc,Hemorrhage complicating a procedure
12387,99812,Hematoma complic proc,Hematoma complicating a procedure
12388,99813,Seroma complicting proc,Seroma complicating a procedure
12389,9982,Accidental op laceration,"Accidental puncture or laceration during a procedure, not elsewhere classified"
12391,99831,Disrup internal op wound,Disruption of internal operation (surgical) wound
12392,99832,Disrup-external op wound,Disruption of external operation (surgical) wound
12394,9984,FB left during procedure,Foreign body accidentally left during a procedure
12395,99851,Infected postop seroma,Infected postoperative seroma
12396,99859,Other postop infection,Other postoperative infection
12397,9986,Persist postop fistula,Persistent postoperative fistula
12398,78441,Aphonia,Aphonia
12409,7847,Epistaxis,Epistaxis
12609,E9308,Adv eff antibiotics NEC,Other specified antibiotics causing adverse effects in therapeutic use
12611,E9310,Adv eff sulfonamides,Sulfonamides causing adverse effects in therapeutic use
12614,E9313,Adv eff quinoline,Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use
12618,E9317,Adv eff antiviral drugs,Antiviral drugs causing adverse effects in therapeutic use
12621,E9320,Adv eff corticosteroids,Adrenal cortical steroids causing adverse effects in therapeutic use
12624,E9323,Adv eff insulin/antidiab,Insulins and antidiabetic agents causing adverse effects in therapeutic use
12632,E9331,Adv eff antineoplastic,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use
12643,E9342,Adv eff anticoagulants,Anticoagulants causing adverse effects in therapeutic use
12652,E9351,Adv eff methadone,Methadone causing averse effects in therapeutic use
12653,E9352,Adv eff opiates,Other opiates and related narcotics causing adverse effects in therapeutic use
12655,E9354,Adv eff arom analgsc NEC,"Aromatic analgesics, not elsewhere classified, causing adverse effects in therapeutic use"
12657,E9356,Adv eff antirheumatics,Antirheumatics [antiphlogistics] causing adverse effects in therapeutic use
12659,E9358,Adv eff analgesics NEC,Other specified analgesics and antipyretics causing adverse effects in therapeutic use
12660,E9359,Adv eff analgesic NOS,Unspecified analgesic and antipyretic causing adverse effects in therapeutic use
12662,E9361,Adv eff hydantoin deriv,Hydantoin derivatives causing adverse effects in therapeutic use
13732,E9421,Adv eff cardiotonics,Cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use
12876,66551,Ob inj pelv org NEC-del,"Other injury to pelvic organs, delivered, with or without mention of antepartum condition"
12896,66602,Thrd-stage hem-del w p/p,"Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication"
12899,66612,Postpa hem NEC-del w p/p,"Other immediate postpartum hemorrhage, delivered, with mention of postpartum complication"
12905,66632,P/p coag def-del w p/p,"Postpartum coagulation defects, delivered, with mention of postpartum complication"
12913,9392,Foreign bdy vulva/vagina,Foreign body in vulva and vagina
12915,7244,Lumbosacral neuritis NOS,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
12916,7245,Backache NOS,"Backache, unspecified"
12921,7248,Other back symptoms,Other symptoms referable to back
12923,725,Polymyalgia rheumatica,Polymyalgia rheumatica
12925,72610,Rotator cuff synd NOS,"Disorders of bursae and tendons in shoulder region, unspecified"
12926,72611,Calcif tendinitis shlder,Calcifying tendinitis of shoulder
9357,7892,Splenomegaly,Splenomegaly
12066,7210,Cervical spondylosis,Cervical spondylosis without myelopathy
12067,7211,Cerv spondyl w myelopath,Cervical spondylosis with myelopathy
12069,7213,Lumbosacral spondylosis,Lumbosacral spondylosis without myelopathy
12070,72141,Spond compr thor sp cord,"Spondylosis with myelopathy, thoracic region"
12078,7220,Cervical disc displacmnt,Displacement of cervical intervertebral disc without myelopathy
12079,72210,Lumbar disc displacement,Displacement of lumbar intervertebral disc without myelopathy
12089,7226,Disc degeneration NOS,"Degeneration of intervertebral disc, site unspecified"
12099,72291,Disc dis NEC/NOS-cerv,"Other and unspecified disc disorder, cervical region"
12101,72293,Disc dis NEC/NOS-lumbar,"Other and unspecified disc disorder, lumbar region"
12102,7230,Cervical spinal stenosis,Spinal stenosis in cervical region
12103,7231,Cervicalgia,Cervicalgia
12108,7812,Abnormality of gait,Abnormality of gait
12109,7813,Lack of coordination,Lack of coordination
12120,7820,Skin sensation disturb,Disturbance of skin sensation
12121,7821,Nonspecif skin erupt NEC,Rash and other nonspecific skin eruption
12122,7822,Local suprficial swellng,"Localized superficial swelling, mass, or lump"
12123,7823,Edema,Edema
12128,7827,Spontaneous ecchymoses,Spontaneous ecchymoses
12133,78321,Abnormal loss of weight,Loss of weight
12142,7837,Failure to thrive-adult,Adult failure to thrive
12144,7840,Headache,Headache
12145,7841,Throat pain,Throat pain
12146,7842,Swelling in head & neck,"Swelling, mass, or lump in head and neck"
12147,7843,Aphasia,Aphasia
12152,V0179,Viral dis contact NEC,Contact with or exposure to other viral diseases
13454,9999,Complic med care NEC/NOS,"Other and unspecified complications of medical care, not elsewhere classified"
13498,E9378,Adv eff sedat/hypnot NEC,Other sedatives and hypnotics causing adverse effects in therapeutic use
13499,E9379,Adv eff sedat/hypnot NOS,Unspecified sedatives and hypnotics causing adverse effects in therapeutic use
13509,E9390,Adv eff antidepressants,Antidepressants causing adverse effects in therapeutic use
13512,E9393,Adv eff antipsychotc NEC,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use"
13513,E9394,Adv eff benzodiaz tranq,Benzodiazepine-based tranquilizers causing adverse effects in therapeutic use
13517,E9398,Adv eff psychotropic NEC,Other psychotropic agents causing adverse effects in therapeutic use
13521,E9408,Adv eff cns stimulnt NEC,Other specified central nervous system stimulants causing adverse effects in therapeutic use
13524,80701,Fracture one rib-closed,Closed fracture of one rib
13525,80702,Fracture two ribs-closed,Closed fracture of two ribs
13526,80703,Fracture three ribs-clos,Closed fracture of three ribs
13527,80704,Fracture four ribs-close,Closed fracture of four ribs
13529,80706,Fracture six ribs-closed,Closed fracture of six ribs
13531,80708,Fx eight/more rib-closed,Closed fracture of eight or more ribs
13735,E9424,Adv eff coronary vasodil,Coronary vasodilators causing adverse effects in therapeutic use
13737,E9426,Adv eff antihyperten agt,Other antihypertensive agents causing adverse effects in therapeutic use
13740,E9429,Adv eff cardiovasc NEC,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use
13753,E9443,Adv eff saluretics,Saluretics causing adverse effects in therapeutic use
13754,E9444,Adv eff diuretics NEC,Other diuretics causing adverse effects in therapeutic use
13759,86229,Intrathoracic inj NEC-cl,Injury to other specified intrathoracic organs without mention of open wound into cavity
13762,86239,Intrathorac inj NEC-open,Injury to other specified intrathoracic organs with open wound into cavity
13764,8629,Intrathorac inj NOS-open,"Injury to multiple and unspecified intrathoracic organs, with open wound into cavity"
13769,86329,Small intest inj NEC-cl,"Other injury to small intestine, without mention of open wound into cavity"
13778,86345,Rectum injury-closed,"Injury to rectum, without mention of open wound into cavity"
13781,86350,Colon injury NOS-open,"Injury to colon, unspecified site, with open wound into cavity"
10285,81103,"Fx scap, glen cav/nck-cl",Closed fracture of glenoid cavity and neck of scapula
9377,78959,Ascites NEC,Other ascites
9389,79001,"Drop, hematocrit, precip",Precipitous drop in hematocrit
9394,79029,Abnormal glucose NEC,Other abnormal glucose
9395,80709,Fx mult ribs NOS-closed,"Closed fracture of multiple ribs, unspecified"
9406,8072,Fracture of sternum-clos,Closed fracture of sternum
9408,8074,Flail chest,Flail chest
9411,8080,Fracture acetabulum-clos,Closed fracture of acetabulum
9412,8081,Fracture acetabulum-open,Open fracture of acetabulum
9413,8082,Fracture of pubis-closed,Closed fracture of pubis
9414,8083,Fracture of pubis-open,Open fracture of pubis
9415,80841,Fracture of ilium-closed,Closed fracture of ilium
9417,80843,Pelv fx-clos/pelv disrup,Multiple closed pelvic fractures with disruption of pelvic circle
9429,81000,Fx clavicle NOS-closed,"Closed fracture of clavicle, unspecified part"
9432,81003,"Fx clavicl, acrom end-cl",Closed fracture of acromial end of clavicle
9433,81010,Fx clavicle NOS-open,"Open fracture of clavicle, unspecified part"
9437,81100,Fx scapula NOS-closed,"Closed fracture of scapula, unspecified part"
13213,9992,Vasc comp med care NEC,"Other vascular complications of medical care, not elsewhere classified"
13214,99931,Oth/uns inf-cen ven cath,Other and unspecified infection due to central venous catheter
13240,78729,Dysphagia NEC,Other dysphagia
13241,7873,Flatul/eructat/gas pain,"Flatulence, eructation, and gas pain"
13242,7874,Visible peristalsis,Visible peristalsis
13249,78791,Diarrhea,Diarrhea
13252,7881,Dysuria,Dysuria
13253,78820,Retention urine NOS,"Retention of urine, unspecified"
9971,7310,Osteitis deformans NOS,Osteitis deformans without mention of bone tumor
9975,7318,Bone involv in oth dis,Other bone involvement in diseases classified elsewhere
9986,73300,Osteoporosis NOS,"Osteoporosis, unspecified"
9990,73309,Osteoporosis NEC,Other osteoporosis
9994,73313,Path fx vertebrae,Pathologic fracture of vertebrae
9995,73314,Path fx neck of femur,Pathologic fracture of neck of femur
9996,73315,Path fx oth spcf prt fmr,Pathologic fracture of other specified part of femur
10003,7333,Hyperostosis of skull,Hyperostosis of skull
10006,73342,Aseptic necrosis femur,Aseptic necrosis of head and neck of femur
10015,73382,Nonunion of fracture,Nonunion of fracture
10016,73390,Bone & cartilage dis NOS,"Disorder of bone and cartilage, unspecified"
10020,7904,Elev transaminase/ldh,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]
10021,7905,Abn serum enzy level NEC,Other nonspecific abnormal serum enzyme levels
10022,7906,Abn blood chemistry NEC,Other abnormal blood chemistry
10023,7907,Bacteremia,Bacteremia
10026,79092,Abnrml coagultion prfile,Abnormal coagulation profile
10027,79093,Elvtd prstate spcf antgn,Elevated prostate specific antigen [PSA]
10030,79099,Oth nspcf finding blood,Other nonspecific findings on examination of blood
10039,7919,Abn urine findings NEC,Other nonspecific findings on examination of urine
10041,7921,Abn find-stool contents,Nonspecific abnormal findings in stool contents
10292,81200,Fx up end humerus NOS-cl,Closed fracture of unspecified part of upper end of humerus
10296,81209,Fx upper humerus NEC-cl,Other closed fracture of upper end of humerus
10302,81220,Fx humerus NOS-closed,Closed fracture of unspecified part of humerus
10303,81221,Fx humerus shaft-closed,Closed fracture of shaft of humerus
10310,81244,"Fx humer, condyl NOS-cl",Closed fracture of unspecified condyle(s) of humerus
10323,81305,Fx radius head-closed,Closed fracture of head of radius
10335,81318,Fx up radius w ulna-open,"Open fracture of radius with ulna, upper end (any part)"
10337,81321,Fx radius shaft-closed,Closed fracture of shaft of radius (alone)
10338,81322,Fx ulna shaft-closed,Closed fracture of shaft of ulna (alone)
10343,81333,Fx shaft rad w ulna-open,Open fracture of shaft of radius with ulna
10345,81341,Colles' fracture-closed,Closed Colles' fracture
10361,8970,"Amput below knee, unilat","Traumatic amputation of leg(s) (complete) (partial), unilateral, below knee, without mention of complication"
10601,67432,Ob surg compl-del w p/p,"Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication"
10636,73399,Bone & cartilage dis NEC,Other disorders of bone and cartilage
10637,734,Flat foot,Flat foot
10642,7354,Other hammer toe,Other hammer toe (acquired)
10656,9642,Poisoning-anticoagulants,Poisoning by anticoagulants
9706,67153,Thrombosis NEC-antepart,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, antepartum condition or complication"
9734,67323,Pulm embol NOS-antepart,"Obstetrical blood-clot embolism, antepartum condition or complication"
9746,95901,Head injury NOS,"Head injury, unspecified"
9748,95911,Injury of chest wall NEC,Other injury of chest wall
9749,95912,Injury of abdomen NEC,Other injury of abdomen
11218,81342,Fx distal radius NEC-cl,Other closed fractures of distal end of radius (alone)
11220,81344,Fx low radius w ulna-cl,Closed fracture of lower end of radius with ulna
11225,81351,Colles' fracture-open,Open Colles' fracture
11226,81352,Fx distal radius NEC-opn,Other open fractures of distal end of radius (alone)
11242,81405,Fx trapezium bone-closed,Closed fracture of trapezium bone [larger multangular] of wrist
11243,81406,Fx trapezoid bone-closed,Closed fracture of trapezoid bone [smaller multangular] of wrist
11244,81407,Fx capitate bone-closed,Closed fracture of capitate bone [os magnum] of wrist
11258,81501,Fx 1st metacarp base-cl,Closed fracture of base of thumb [first] metacarpal
11259,81502,Fx metacarp base NEC-cl,Closed fracture of base of other metacarpal bone(s)
11263,81510,Fx metacarpal NOS-open,"Open fracture of metacarpal bone(s), site unspecified"
11553,9693,Poison-antipsychotic NEC,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers"
11554,9694,Pois-benzodiazepine tran,Poisoning by benzodiazepine-based tranquilizers
11808,74193,Spina bifida-lumbar,"Spina bifida without mention of hydrocephalus, lumbar region"
11810,7421,Microcephalus,Microcephalus
11811,7422,"Reduction deform, brain",Congenital reduction deformities of brain
11812,7423,Congenital hydrocephalus,Congenital hydrocephalus
11813,7424,Brain anomaly NEC,Other specified congenital anomalies of brain
11816,74259,Spinal cord anomaly NEC,Other specified congenital anomalies of spinal cord
11818,7429,Nervous system anom NOS,"Unspecified congenital anomaly of brain, spinal cord, and nervous system"
11839,74343,Cong corneal opacit NEC,"Other corneal opacities, congenital"
11859,74365,Spec lacrimal pass anom,Specified congenital anomalies of lacrimal passages
11871,7441,Accessory auricle,Accessory auricle
11876,74429,Ear anomalies NEC,Other specified anomalies of ear
12930,7262,Shoulder region dis NEC,"Other affections of shoulder region, not elsewhere classified"
10884,73679,Acq ankle-foot def NEC,Other acquired deformities of ankle and foot
10889,73710,Kyphosis NOS,Kyphosis (acquired) (postural)
10897,73730,Idiopathic scoliosis,"Scoliosis [and kyphoscoliosis], idiopathic"
10901,73734,Thoracogenic scoliosis,Thoracogenic scoliosis
10916,7384,Acq spondylolisthesis,Acquired spondylolisthesis
10944,79415,Abn auditory funct study,Nonspecific abnormal auditory function studies
10948,7942,Abn pulmonary func study,Nonspecific abnormal results of pulmonary function study
10950,79431,Abnorm electrocardiogram,Nonspecific abnormal electrocardiogram [ECG] [EKG]
10951,79439,Abn cardiovasc study NEC,Other nonspecific abnormal results of function study of cardiovascular system
10953,7945,Abn thyroid funct study,Nonspecific abnormal results of function study of thyroid
10956,E8495,Accid on street/highway,Street and highway accidents
10958,E8497,Accid in resident instit,Accidents occurring in residential institution
10959,E8498,Accident in place NEC,Accidents occurring in other specified places
10960,E8499,Accident in place NOS,Accidents occurring in unspecified place
10961,V180,Fam hx-diabetes mellitus,Family history of diabetes mellitus
10964,V182,Family hx-anemia,Family history of anemia
12414,7850,Tachycardia NOS,"Tachycardia, unspecified"
12436,80500,Fx cervical vert NOS-cl,"Closed fracture of cervical vertebra, unspecified level"
12437,80501,Fx c1 vertebra-closed,Closed fracture of first cervical vertebra
12438,80502,Fx c2 vertebra-closed,Closed fracture of second cervical vertebra
12439,80503,Fx c3 vertebra-closed,Closed fracture of third cervical vertebra
12441,80505,Fx c5 vertebra-closed,Closed fracture of fifth cervical vertebra
12442,80506,Fx c6 vertebra-closed,Closed fracture of sixth cervical vertebra
12443,80507,Fx c7 vertebra-closed,Closed fracture of seventh cervical vertebra
12454,8052,Fx dorsal vertebra-close,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
12456,8054,Fx lumbar vertebra-close,Closed fracture of lumbar vertebra without mention of spinal cord injury
12460,8796,Open wound of trunk NEC,"Open wound of other and unspecified parts of trunk, without mention of complication"
12466,88002,Open wound of axilla,"Open wound of axillary region, without mention of complication"
12697,66911,Obstetric shock-deliver,"Shock during or following labor and delivery, delivered, with or without mention of antepartum condition"
12704,7236,Panniculitis of neck,Panniculitis specified as affecting neck
12706,7238,Cervical syndrome NEC,Other syndromes affecting cervical region
12708,72400,Spinal stenosis NOS,"Spinal stenosis, unspecified region"
12709,72401,Spinal stenosis-thoracic,"Spinal stenosis, thoracic region"
12710,72402,"Spin sten,lumbr wo claud","Spinal stenosis, lumbar region, without neurogenic claudication"
12714,7242,Lumbago,Lumbago
12715,7243,Sciatica,Sciatica
12934,72633,Olecranon bursitis,Olecranon bursitis
12951,72690,"Enthesopathy, site NOS",Enthesopathy of unspecified site
12986,7852,Cardiac murmurs NEC,Undiagnosed cardiac murmurs
12988,7854,Gangrene,Gangrene
12989,78550,Shock NOS,"Shock, unspecified"
12990,78551,Cardiogenic shock,Cardiogenic shock
12991,78552,Septic shock,Septic shock
12992,78559,Shock w/o trauma NEC,Other shock without mention of trauma
12993,7856,Enlargement lymph nodes,Enlargement of lymph nodes
12999,78604,Cheyne-stokes respiratn,Cheyne-Stokes respiration
13001,78606,Tachypnea,Tachypnea
13003,78609,Respiratory abnorm NEC,Other respiratory abnormalities
13004,7861,Stridor,Stridor
13005,7862,Cough,Cough
13010,78650,Chest pain NOS,"Chest pain, unspecified"
13012,78652,Painful respiration,Painful respiration
13013,78659,Chest pain NEC,Other chest pain
13014,7866,Chest swelling/mass/lump,"Swelling, mass, or lump in chest"
13017,7869,Resp sys/chest symp NEC,Other symptoms involving respiratory system and chest
13018,78701,Nausea with vomiting,Nausea with vomiting
13019,78702,Nausea alone,Nausea alone
13023,78720,Dysphagia NOS,"Dysphagia, unspecified"
13032,E8251,Mv n-traff NEC/NOS-psgr,Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger in motor vehicle other than motorcycle
12168,V0259,Bacteria dis carrier NEC,Carrier or suspected carrier of other specified bacterial diseases
12171,V0262,Hepatitis C carrier,Hepatitis C carrier
12184,V0381,Nd vac hmophlus inflnz b,"Other specified vaccinations against hemophilus influenza, type B [Hib]"
12185,V0382,Nd vac strptcs pneumni b,Other specified vaccinations against streptococcus pneumoniae [pneumococcus]
12188,V040,Vaccin for poliomyelitis,Need for prophylactic vaccination and inoculation against poliomyelitis
12197,V0482,Vaccination for RSV,Need for prophylactic vaccination and inoculation against respiratory syncytial virus (RSV)
12198,V0489,Vaccn/inoc viral dis NEC,Need for prophylactic vaccination and inoculation against other viral diseases
12202,V053,Need prphyl vc vrl hepat,Need for prophylactic vaccination and inoculation against viral hepatitis
12207,V061,Vaccination for DTP-DTaP,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
12210,8782,Opn wound scrotum/testes,"Open wound of scrotum and testes, without mention of complication"
12223,V440,Tracheostomy status,Tracheostomy status
12224,V441,Gastrostomy status,Gastrostomy status
12225,V442,Ileostomy status,Ileostomy status
12226,V443,Colostomy status,Colostomy status
12227,V444,Enterostomy status NEC,Status of other artificial opening of gastrointestinal tract
12231,V4459,Cystostomy status NEC,Other cystostomy
12232,V446,Urinostomy status NEC,Other artificial opening of urinary tract status
12234,V448,Artif open status NEC,Other artificial opening status
13535,66932,Ac kidney fail-del w p/p,"Acute kidney failure following labor and delivery, delivered, with mention of postpartum complication"
13538,66941,Oth ob compl-delivered,"Other complications of obstetrical surgery and procedures, delivered, with or without mention of antepartum condition"
13580,7280,Infective myositis,Infective myositis
13908,V1069,Hx of leukemia NEC,Personal history of other leukemia
13910,V1072,Hx-hodgkin's disease,Personal history of hodgkin's disease
13911,V1079,Hx-lymphatic malign NEC,Personal history of other lymphatic and hematopoietic neoplasms
13913,V1082,Hx-malig skin melanoma,Personal history of malignant melanoma of skin
13914,V1083,Hx-skin malignancy NEC,Personal history of other malignant neoplasm of skin
13916,V1085,Hx of brain malignancy,Personal history of malignant neoplasm of brain
13918,V1087,Hx of thyroid malignancy,Personal history of malignant neoplasm of thyroid
13919,V1088,Hx-endocrine malign NEC,Personal history of malignant neoplasm of other endocrine glands and related structures
13920,V1089,Hx of malignancy NEC,Personal history of malignant neoplasm of other sites
13926,V113,Hx of alcoholism,Personal history of alcoholism
13931,V1201,Prsnl hst tuberculosis,Personal history of tuberculosis
13933,V1203,Personal histry malaria,Personal history of malaria
13934,V1204,Hx Methicln resist Staph,Personal history of Methicillin resistant Staphylococcus aureus
13935,V1209,Prsnl hst oth nfct parst,Personal history of other infectious and parasitic diseases
13945,V1251,Hx-ven thrombosis/embols,Personal history of venous thrombosis and embolism
13947,V1253,Hx sudden cardiac arrest,Personal history of sudden cardiac arrest
13948,V1254,Hx TIA/stroke w/o resid,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
13950,V1259,Hx-circulatory dis NEC,Personal history of other diseases of circulatory system
13955,V1271,Prsnl hst peptic ulcr ds,Personal history of peptic ulcer disease
13956,V1272,Prsnl hst colonic polyps,Personal history of colonic polyps
13957,V1279,Prsnl hst ot spf dgst ds,Personal history of other diseases of digestive system
